9.51174	-0.28125	40.8014	4.97833	0.0259399	0.00671387	0.00946045	9.51174	-0.28125	40.8014	0.714025	11.2441	-1.73232	0.00671387	0.00946045	1.73232	
9.68547	-0.28125	40.9184	4.97986	0.0247192	0.0012207	-0.0308228	9.51177	-0.28125	40.8014	0.714025	11.2441	-1.73229	0.00396729	-0.0106812	1.73229	
9.9895	0.28125	40.9609	4.9765	0.0222778	0.00213623	0.0106812	9.51192	-0.281163	40.8015	0.714027	11.244	-1.73212	0.00335693	-0.00356038	1.73212	
10.2501	2.71875	41.0885	4.97681	0.0213623	0.00396729	0.00671387	9.51236	-0.280439	40.8017	0.71403	11.244	-1.73165	0.00350952	-0.000991821	1.73165	
10.8582	0.34375	41.2161	4.96857	0.0247192	0.0012207	-0.0350952	9.5133	-0.278625	40.8021	0.714036	11.244	-1.73065	0.00305176	-0.0078125	1.73065	
9.81577	-0.65625	41.0353	4.97345	0.0250244	0.00152588	-0.017395	9.51478	-0.276275	40.8026	0.714046	11.2439	-1.72908	0.00279744	-0.00940959	1.72908	
8.94712	-0.96875	40.5994	4.98199	0.0238037	0.00213623	-0.00976563	9.51642	-0.274137	40.8033	0.714057	11.2437	-1.72733	0.00270299	-0.00946045	1.72733	
9.12085	-1.09375	40.7057	4.97742	0.0271606	0.00366211	0	9.51781	-0.272475	40.8038	0.714067	11.2436	-1.72583	0.00282288	-0.00827789	1.72583	
9.16428	-0.71875	40.525	4.97589	0.0241089	0.00152588	-0.0125122	9.51889	-0.271303	40.8043	0.714075	11.2436	-1.72468	0.00267877	-0.00874837	1.72468	
15.8963	-0.59375	40.6951	4.97528	0.0247192	0.00274658	-0.0109863	9.52075	-0.270489	40.8046	0.714081	11.2435	-1.72277	0.00268555	-0.00897217	1.72277	
9.90264	-1.21875	40.8227	4.97528	0.0256348	0.00213623	0.0241089	9.52453	-0.27002	40.8048	0.714085	11.2435	-1.71895	0.00263561	-0.0059648	1.71895	
9.68547	-0.34375	40.8227	4.97681	0.0247192	0.00274658	0.0363159	9.5293	-0.269924	40.8051	0.714088	11.2434	-1.71414	0.00264486	-0.00244141	1.71414	
9.59861	-0.6875	40.6207	4.97711	0.0271606	0.00335693	-0.0125122	9.53403	-0.270065	40.8052	0.714092	11.2434	-1.70938	0.00269963	-0.00321608	1.70938	
8.81682	-1.21875	40.5037	4.97711	0.0253296	0.00213623	0.00518799	9.53852	-0.27049	40.8053	0.714093	11.2434	-1.70488	0.00265939	-0.00261579	1.70488	
8.29563	-1.8125	38.7708	4.97711	0.0244141	0.00366211	-0.0186157	9.54245	-0.271499	40.805	0.714087	11.2435	-1.70101	0.00272624	-0.00368245	1.70101	
9.94607	-0.25	40.7483	4.97192	0.0244141	0.00518799	0.0195313	9.5458	-0.273094	40.8039	0.714069	11.2436	-1.69783	0.0028801	-0.0022316	1.69783	
10.6844	-0.09375	41.0566	4.96918	0.0241089	0.00213623	0.00274658	9.54915	-0.274837	40.8026	0.714046	11.2439	-1.69471	0.00283634	-0.00193876	1.69471	
7.55728	0.4375	40.9396	4.96185	0.0238037	0.00244141	-0.0125122	9.55248	-0.276348	40.8015	0.714026	11.2441	-1.69158	0.0028144	-0.00252618	1.69158	
10.0329	-2.0625	40.7376	4.97375	0.0247192	0.00457764	-0.00549316	9.55532	-0.277834	40.8004	0.714007	11.2442	-1.68891	0.0029072	-0.00268233	1.68891	
9.72891	-0.71875	40.9184	4.97498	0.0265503	0.00152588	0.00610352	9.55794	-0.27978	40.7994	0.71399	11.2444	-1.68646	0.00283813	-0.00224304	1.68646	
9.68547	0.125	40.5888	4.97345	0.0238037	0.00152588	-0.00244141	9.5606	-0.282007	40.7985	0.713973	11.2446	-1.68396	0.00277565	-0.00225249	1.68396	
9.81577	0.21875	40.7057	4.97681	0.0222778	0.00457764	-0.000305176	9.56328	-0.284021	40.7975	0.713956	11.2447	-1.68145	0.00285756	-0.00216397	1.68145	
9.9895	0.09375	40.7376	4.97375	0.0259399	0.00183105	0.0454712	9.56603	-0.285686	40.7965	0.713938	11.2449	-1.67887	0.00281292	-9.28796E-005	1.67887	
10.5107	0.625	41.0353	4.97101	0.0247192	0.00427246	-0.0115967	9.569	-0.286955	40.7955	0.713921	11.2451	-1.67607	0.00287374	-0.000572205	1.67607	
12.5955	0.21875	41.0566	4.96887	0.0228882	0.00457764	-0.0131226	9.57269	-0.28776	40.7947	0.713906	11.2452	-1.67252	0.00294189	-0.00107422	1.67252	
8.86025	-0.09375	40.7908	4.97528	0.0259399	0.00213623	0.0320435	9.57723	-0.288208	40.794	0.713894	11.2453	-1.6681	0.00275879	-0.000170898	1.6681	
8.20876	1.34375	40.6845	4.97894	0.0241089	0.00274658	0.0238037	9.58164	-0.288248	40.7933	0.713883	11.2454	-1.6638	0.00281982	0.00201416	1.6638	
9.12085	-0.78125	40.642	4.97742	0.0253296	0.00213623	-0.0405884	9.58529	-0.287826	40.7926	0.713871	11.2456	-1.66027	0.00281982	-3.66211E-005	1.66027	
8.51279	-0.84375	40.8865	4.97955	0.0244141	0.00274658	0.0357056	9.58829	-0.287406	40.7919	0.713859	11.2457	-1.65739	0.002771	0.00112305	1.65739	
8.90369	-1	42.0559	4.97833	0.0231934	0.00274658	-0.0109863	9.59067	-0.28736	40.7914	0.71385	11.2458	-1.6551	0.00283203	0.0020874	1.6551	
9.94607	-0.71875	40.8758	4.97864	0.0256348	0.00366211	-0.00854492	9.59264	-0.28769	40.7914	0.71385	11.2458	-1.65313	0.00291748	0.00244141	1.65313	
7.60071	-1.34375	40.8333	4.97894	0.0256348	0.000915527	-0.0161743	9.59423	-0.288416	40.7916	0.713853	11.2457	-1.6515	0.00286865	0.00218506	1.6515	
14.7671	-0.78125	40.6313	4.97711	0.0262451	0.00396729	0.0253296	9.59601	-0.289588	40.7918	0.713856	11.2457	-1.64969	0.00288086	0.00319824	1.64969	
8.51279	-0.78125	40.5569	4.98566	0.0247192	0.00457764	0.00610352	9.59886	-0.291111	40.7919	0.713858	11.2457	-1.64683	0.00300293	0.00394287	1.64683	
7.38354	-0.96875	40.5782	4.98688	0.0259399	0.00213623	0.00915527	9.60172	-0.292915	40.7918	0.713857	11.2457	-1.64397	0.00297852	0.00474854	1.64397	
9.64204	-0.09375	40.9396	4.97894	0.0231934	0.00335693	0.00915527	9.60364	-0.294909	40.7917	0.713855	11.2457	-1.64208	0.00302734	0.00415039	1.64208	
10.4238	0.15625	40.9822	4.97772	0.0231934	0.00488281	-0.00762939	9.60528	-0.296807	40.7916	0.713854	11.2457	-1.64045	0.00311279	0.00239258	1.64045	
8.55623	-0.59375	39.6107	4.98383	0.0265503	0.00183105	0.000610352	9.60696	-0.298512	40.7915	0.713851	11.2458	-1.6388	0.00305176	0.00291748	1.6388	
9.12085	0.0625	40.9609	4.98444	0.0256348	0.00610352	-0.0296021	9.60831	-0.300123	40.791	0.713843	11.2458	-1.63753	0.00321045	0.00152588	1.63753	
7.90474	-0.28125	41.0034	4.98749	0.0238037	0.00335693	0.0308228	9.60903	-0.301607	40.7904	0.713833	11.2459	-1.6369	0.00319824	0.00350342	1.6369	
9.51174	-0.28125	40.7057	4.98901	0.0241089	0.00274658	0.0289917	9.60911	-0.302974	40.79	0.713825	11.246	-1.6369	0.00310059	0.00388184	1.6369	
9.20771	-2.59375	41.0459	4.98383	0.0241089	0.00152588	-0.0643921	9.60883	-0.304638	40.7896	0.713818	11.2461	-1.63725	0.00307617	0.00119629	1.63725	
9.03398	-0.84375	41.131	4.98871	0.0231934	0.00427246	-0.015564	9.60833	-0.307034	40.7893	0.713813	11.2461	-1.63779	0.00314941	0.00107422	1.63779	
